contract_id,text,domain
CTR-0397,"MEMORANDUM OF AGREEMENT dated 2025-03-23, between Apex Enterprise Solutions LLC (hereinafter referred to as ""Company"") and Beacon Logistics Ltd. (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

COMMERCIAL DISTRIBUTION AND AGENCY AGREEMENT

1. APPOINTMENT OF DISTRIBUTOR
Principal hereby appoints Distributor as its exclusive commercial distributor for the sale and marketing of Products within the defined Territory (European Union). Distributor accepts such appointment and agrees to aggressively promote sales.

2. ORDERS, PRICING, AND MINIMUM QUOTAS
Distributor agrees to purchase Products at Wholesale Price list. Distributor agrees to achieve Minimum Annual Purchase Quotas set forth in Schedule B. Failure to meet quotas shall entitle Principal to terminate exclusivity.

3. TRADEMARKS AND BRANDING
Distributor is granted a limited, non-exclusive right to use Principal's registered trademarks solely in connection with marketing and distributing Products in the Territory. All goodwill remains the property of Principal.

4. TERM AND CANCELLATION
This agreement shall remain effective for a period of three (3) years. Either party may cancel upon ninety (90) days written notice prior to annual renewal.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2025-03-23",General Commercial
CTR-0398,"THIS CONTRACT is made effective as of 2024-07-14, by and among Apex Enterprise Solutions LLC, having its principal place of business at 556 Commercial Blvd, Suite 128, New York, NY 10001, and Summit Industrial Holdings, residing at or having offices at 847 Enterprise Way, Floor 14, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

COMMERCIAL DISTRIBUTION AND AGENCY AGREEMENT

1. APPOINTMENT OF DISTRIBUTOR
Principal hereby appoints Distributor as its exclusive commercial distributor for the sale and marketing of Products within the defined Territory (Asia-Pacific). Distributor accepts such appointment and agrees to aggressively promote sales.

2. ORDERS, PRICING, AND MINIMUM QUOTAS
Distributor agrees to purchase Products at Wholesale Price list. Distributor agrees to achieve Minimum Annual Purchase Quotas set forth in Schedule B. Failure to meet quotas shall entitle Principal to terminate exclusivity.

3. TRADEMARKS AND BRANDING
Distributor is granted a limited, non-exclusive right to use Principal's registered trademarks solely in connection with marketing and distributing Products in the Territory. All goodwill remains the property of Principal.

4. TERM AND CANCELLATION
This agreement shall remain effective for a period of three (3) years. Either party may cancel upon ninety (90) days written notice prior to annual renewal.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-07-14",General Commercial
CTR-0399,"MEMORANDUM OF AGREEMENT dated 2024-02-14, between Pinnacle Software Inc. (hereinafter referred to as ""Company"") and Zenith Capital Advisors (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

COMMERCIAL SALES AND FRANCHISE AGREEMENT

Section 1. Franchise Grant
Franchisor grants Franchisee the right and license to establish and operate a commercial retail franchise store using Franchisor's proprietary business systems, logos, and operating manuals.

Section 2. Royalties & Marketing Contributions
Franchisee agrees to pay Franchisor a weekly Royalty Fee equal to 5% of Gross Sales, plus a 2% contribution to the National Advertising Fund. Payments shall be submitted via automated electronic transfer.

Section 3. Operational Standards
Franchisee agrees to strictly adhere to operational guidelines, store layout standards, inventory procurement rules, and customer service benchmarks mandated by Franchisor.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-02-14",General Commercial
CTR-0400,"MEMORANDUM OF AGREEMENT dated 2023-01-13, between Global Supply Chain Corp. (hereinafter referred to as ""Company"") and John Doe (Individual) (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

COMMERCIAL DISTRIBUTION AND AGENCY AGREEMENT

1. APPOINTMENT OF DISTRIBUTOR
Principal hereby appoints Distributor as its exclusive commercial distributor for the sale and marketing of Products within the defined Territory (North America). Distributor accepts such appointment and agrees to aggressively promote sales.

2. ORDERS, PRICING, AND MINIMUM QUOTAS
Distributor agrees to purchase Products at Wholesale Price list. Distributor agrees to achieve Minimum Annual Purchase Quotas set forth in Schedule B. Failure to meet quotas shall entitle Principal to terminate exclusivity.

3. TRADEMARKS AND BRANDING
Distributor is granted a limited, non-exclusive right to use Principal's registered trademarks solely in connection with marketing and distributing Products in the Territory. All goodwill remains the property of Principal.

4. TERM AND CANCELLATION
This agreement shall remain effective for a period of three (3) years. Either party may cancel upon ninety (90) days written notice prior to annual renewal.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-01-13",General Commercial
CTR-0401,"THIS CONTRACT is made effective as of 2026-03-10, by and among Apex Enterprise Solutions LLC, having its principal place of business at 329 Commercial Blvd, Suite 22, New York, NY 10001, and Beacon Logistics Ltd., residing at or having offices at 332 Enterprise Way, Floor 14, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $89,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-03-10",Other
CTR-0402,"MEMORANDUM OF AGREEMENT dated 2023-01-14, between Acme Legal Technologies Inc. (hereinafter referred to as ""Company"") and Summit Industrial Holdings (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $491,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-01-14",Other
CTR-0403,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2024-07-24, by and between Global Supply Chain Corp. (""First Party"") and Summit Industrial Holdings (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $120,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-07-24",Other
CTR-0404,"THIS CONTRACT is made effective as of 2026-09-27, by and among Vanguard Financial Ltd., having its principal place of business at 604 Commercial Blvd, Suite 282, New York, NY 10001, and Omega Retail Systems, residing at or having offices at 649 Enterprise Way, Floor 8, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $80,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-09-27",Other
CTR-0405,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2024-09-23, by and between Apex Enterprise Solutions LLC (""First Party"") and Omega Retail Systems (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $125,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-09-23",Other
CTR-0406,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2023-01-28, by and between Acme Legal Technologies Inc. (""First Party"") and Nexus Consulting Partners (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

GENERAL WAIVER, INDEMNITY AND LIABILITY RELEASE

1. ACKNOWLEDGMENT OF RISK
Participant / Releasor acknowledges and understands that participating in activities involves inherent risks of property damage or physical injury. Releasor assumes full responsibility for all such risks.

2. RELEASE AND HOLD HARMLESS
Releasor hereby waives, releases, and covenants not to sue Organization, its officers, employees, or representatives from any liability, claims, or demands arising out of participation.

3. GOVERNING LAW AND SEVERABILITY
This waiver shall be construed broadly to provide a release to the maximum extent permissible under law. If any clause is deemed unenforceable, remaining terms shall remain in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-01-28",Other
CTR-0407,"MEMORANDUM OF AGREEMENT dated 2026-07-24, between Global Supply Chain Corp. (hereinafter referred to as ""Company"") and Beacon Logistics Ltd. (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

GENERAL WAIVER, INDEMNITY AND LIABILITY RELEASE

1. ACKNOWLEDGMENT OF RISK
Participant / Releasor acknowledges and understands that participating in activities involves inherent risks of property damage or physical injury. Releasor assumes full responsibility for all such risks.

2. RELEASE AND HOLD HARMLESS
Releasor hereby waives, releases, and covenants not to sue Organization, its officers, employees, or representatives from any liability, claims, or demands arising out of participation.

3. GOVERNING LAW AND SEVERABILITY
This waiver shall be construed broadly to provide a release to the maximum extent permissible under law. If any clause is deemed unenforceable, remaining terms shall remain in full force.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-07-24",Other
CTR-0408,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2026-08-20, by and between Atlas Construction Group (""First Party"") and John Doe (Individual) (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $327,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-08-20",Other
CTR-0409,"THIS CONTRACT is made effective as of 2025-04-27, by and among Acme Legal Technologies Inc., having its principal place of business at 306 Commercial Blvd, Suite 336, New York, NY 10001, and Jane Smith (Individual), residing at or having offices at 133 Enterprise Way, Floor 8, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $434,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2025-04-27",Other
CTR-0410,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2023-06-23, by and between Apex Enterprise Solutions LLC (""First Party"") and Nexus Consulting Partners (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $463,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-06-23",Other
CTR-0411,"THIS CONTRACT is made effective as of 2024-09-26, by and among Atlas Construction Group, having its principal place of business at 846 Commercial Blvd, Suite 321, New York, NY 10001, and John Doe (Individual), residing at or having offices at 767 Enterprise Way, Floor 17, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

GENERAL WAIVER, INDEMNITY AND LIABILITY RELEASE

1. ACKNOWLEDGMENT OF RISK
Participant / Releasor acknowledges and understands that participating in activities involves inherent risks of property damage or physical injury. Releasor assumes full responsibility for all such risks.

2. RELEASE AND HOLD HARMLESS
Releasor hereby waives, releases, and covenants not to sue Organization, its officers, employees, or representatives from any liability, claims, or demands arising out of participation.

3. GOVERNING LAW AND SEVERABILITY
This waiver shall be construed broadly to provide a release to the maximum extent permissible under law. If any clause is deemed unenforceable, remaining terms shall remain in full force.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-09-26",Other
CTR-0412,"THIS CONTRACT is made effective as of 2023-03-19, by and among Acme Legal Technologies Inc., having its principal place of business at 660 Commercial Blvd, Suite 454, New York, NY 10001, and Jane Smith (Individual), residing at or having offices at 916 Enterprise Way, Floor 3, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

GENERAL SETTLEMENT AGREEMENT AND MUTUAL RELEASE

1. SETTLEMENT OF DISPUTES
WHEREAS, disputes have arisen between Party A and Party B regarding certain prior commercial transactions; NOW THEREFORE, to avoid expense and inconvenience of litigation, the parties agree to resolve all pending claims as set forth herein.

2. SETTLEMENT PAYMENT AND RELEASE
In consideration of Party A paying Party B the settlement sum of $292,000, Party B hereby fully releases, remises, and forever discharges Party A from any and all past, present, or future claims, demands, liabilities, or causes of action.

3. NO ADMISSION OF LIABILITY
The parties acknowledge that this Agreement represents a compromise of disputed claims and that neither the execution nor performance hereof shall be construed as an admission of liability or fault by any party.

4. CONFIDENTIAL SETTLEMENT
The terms, conditions, and financial amounts of this settlement shall remain strictly confidential and shall not be disclosed to any third party except as required by law or to tax advisors.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-03-19",Other
